Numer KRS,Regon,Nip,Nazwa firmy,Forma prawna,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer domu,Numer lokalu,Kod pocztowy,Poczta,Numer kierunkowy 1,Telefon 1,Numer kierunkowy 2,Telefon 2,Kierunowy fax,Fax,Kapitał,Data rozpoczęcia działalności,Data powstania,Adres WWW,Adres Email,Główny PKD,Zatrudnienie,PKD 1,PKD 2,PKD 3,Pierwsze imię,Drugie imię,Nazwisko lub Nazwa ,Nazwisko drugi człon,Funkcja,Data wpisania,Column1
i2381050,790220847,8451055154,GMINNY OŚRODEK KULTURY I REKREACJI W WILKASACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,GIŻYCKO,WILKASY,UL. OLSZTYŃSKA,54,,11-500,GIŻYCKO,,874280416,,,,874280416,0,7/1/1977,7/1/1977,www.goksiv.mazury.info.pl,gokir@ugg.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2826088,790331558,8441809404,DOM KULTURY LITEWSKIEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SEJNEŃSKI,PUŃSK,PUŃSK,UL. 11 MARCA,17,,16-515,PUŃSK,,875161032,,,,,0,2/15/1996,7/10/2006,www.punsk-kultura.dl.plwww.punsk-kultura.pl/kontakty/,punskas.lkn@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2713576,821412,8441955442,OŚRODEK KULTURY W SEJNACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SEJNEŃSKI,SEJNY,SEJNY,UL. 1 MAJA,17,,16-500,SEJNY,,875162200,,,,875162300,0,2/14/1979,2/14/1979,www.sejny.home.pl/kultura,sekretariat@ok.sejny.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3185226,366136049,8442358576,GMINNE CENTRUM CZYTELNICTWA I KULTURY W KRASNOPOLU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SEJNEŃSKI,KRASNOPOL,KRASNOPOL,UL. 1 MAJA,1,,16-503,KRASNOPOL,,875164033,,,,,0,1/1/2017,12/22/2016,,gminne.centrum@ug.krasnopol.wrotapodlasia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819858,200024750,8442174043,GMINNY OŚRODEK KULTURY W GIBACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SEJNEŃSKI,GIBY,GIBY,,74A,,16-506,GIBY,,875165038,,,,875165027,0,9/22/2000,9/22/2000,,gok@giby.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2716452,329786,8470003276,"REGIONALNY OŚRODEK KULTURY W OLECKU ""MAZURY GARBATE""",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLECKI,OLECKO,OLECKO,PLAC WOLNOŚCI,22,,19-400,OLECKO,,875202059,,,,875204944,0,12/15/1975,12/15/1975,www.rokmg.pl,rok@rokmg.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819974,963218,8470004991,GMINNY OŚRODEK KULTURY W ŚWIĘTAJNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLECKI,ŚWIĘTAJNO,ŚWIĘTAJNO,,22,,19-411,ŚWIĘTAJNO,,875215441,,,,,0,11/25/1981,1/1/2004,www.gokswietajno.pl,gokswietajno@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826147,519584960,8471497553,GMINNE CENTRUM KULTURY W KOWALACH OLECKICH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLECKI,KOWALE OLECKIE,KOWALE OLECKIE,UL. KOŚCIUSZKI,46,,19-420,KOWALE OLECKIE,,875238947,,,,875238947,0,12/15/2003,1/1/2004,,gckkowale@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3324286,200737929,8442351054,SUWALSKI OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,M. SUWAŁKI,M. SUWAŁKI,SUWAŁKI,UL. PAPIEŻA JANA PAWŁA II,5,,16-400,SUWAŁKI,,875664211,,,,875664934,0,11/1/2012,11/1/2012,www.soksuwalki.eu,sok@soksuwalki.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'50-99, , , ,,,,,,,
i2826086,791033656,8442050499,GMINNY OŚRODEK KULTURY W RACZKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,RACZKI,RACZKI,PLAC KOŚCIUSZKI,15,,16-420,RACZKI,,875685140,,,,,0,11/16/2001,3/19/1992,www.gok.raczki.pl,gokraczki@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i1412322,200755413,8442351255,GMINNY OŚRODEK KULTURY W RUTCE-TARTAK,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,RUTKA-TARTAK,RUTKA-TARTAK,UL. SZKOLNA,1,,16-406,RUTKA-TARTAK,,875687201,,,,,0,1/1/2013,1/1/2013,,gok.rutkatartak@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819844,200076847,8442232071,ŚWIETLICA GMINNA W WIŻAJNACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,WIŻAJNY,WIŻAJNY,UL. WIERZBOŁOWSKA,3,,16-407,WIŻAJNY,,875688053,,,,,0,1/1/2006,1/1/2006,,gokwizajny@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819848,200025206,8442174020,GMINNY OŚRODEK KULTURY I SPORTU W FILIPOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,FILIPÓW,FILIPÓW,UL. GARBASKA,1,,16-424,FILIPÓW,,875696094,,,87,5696094,0,3/31/2003,1/5/1985,www.filipow.e=kultura.pl,gok@filipow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i6228189,542638250,,GMINNE CENTRUM KULTURALNO-BIBLIOTECZNE W WIELICZKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLECKI,WIELICZKI,WIELICZKI,UL. LIPOWA,33,,19-404,WIELICZKI,,876103510,,,,,0,9/1/2025,9/1/2025,,gok-wieliczki@o2.pl,"90.31.A - DZIAŁALNOŚĆ CENTRÓW KULTURY, DOMÓW I OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC",'1-9, , , ,,,,,,,
i2826140,519601551,8481710899,GMINNY OŚRODEK KULTURY W PROSTKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,EŁCKI,PROSTKI,PROSTKI,UL. 1 MAJA,34,,19-335,PROSTKI,,876112420,,,,,0,3/15/2004,3/12/2004,www.gok.prostki.pl,gciprostki@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819975,687422,8470003402,DOM KULTURY W GOŁDAPI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GOŁDAPSKI,GOŁDAP,GOŁDAP,UL. KRÓTKA,2,,19-500,GOŁDAP,,876150803,,,,876150803,0,1/1/1977,2/1/2001,,dkgoldap@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826153,790009130,8451755207,GMINNY OŚRODEK KULTURY I PROMOCJI W BANIACH MAZURSKICH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GOŁDAPSKI,BANIE MAZURSKIE,BANIE MAZURSKIE,UL. SPORTOWA,2,,19-520,BANIE MAZURSKIE,,876157430,,,,876157430,0,1/21/1992,1/2/2004,www.gokip.org.pl,gokipbm@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826152,519563081,8471490203,GMINNE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GOŁDAPSKI,DUBENINKI,DUBENINKI,UL. DĘBOWA,6,,19-504,DUBENINKI,,876158302,,,,876158137,0,8/1/2003,8/1/2003,,gckdubeninki@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819851,963282,8442235069,GMINNY OŚRODEK KULTURY SPORTU I TURYSTYKI W PRZEROŚLI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,PRZEROŚL,PRZEROŚL,UL. RYNEK,11,,16-427,PRZEROŚL,,876182700,,,87,5691032,0,11/25/1981,11/25/1981,,goksit@przerosl.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826134,519587621,8481706662,CENTRUM KULTURY GMINY EŁK Z SIEDZIBĄ W STRADUNACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,EŁCKI,EŁK,STRADUNY,UL. MICHAŁA KAJKI,10,3,19-300,EŁK,,876196666,,,,,0,12/31/2003,11/27/2003,,centrum.kultury@elk.gmina.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3458472,687400,8481135538,EŁCKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,EŁCKI,EŁK,EŁK,UL. WOJSKA POLSKIEGO,47,,19-300,EŁK,,876215250,,,,,0,1/1/1977,9/7/1990,www.eck.elk.pl,centrum@eck.elk.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826136,519591396,8481709962,GMINNY OŚRODEK KULTURY W KALINOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,EŁCKI,KALINOWO,KALINOWO,UL. MAZURSKA,8,,19-314,KALINOWO,,876298938,,,,,0,1/21/2004,1/7/2004,,gokkalinowo@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819839,200231733,8461633345,GMINNY OŚRODEK KULTURY W PŁASKIEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,PŁASKA,PŁASKA,,57,,16-326,PŁASKA,,876410139,,,,,0,6/27/2008,6/27/2008,,gbp.plaska@home.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826082,790306164,8461476153,GMINNY OŚRODEK KULTURY W NOWINCE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,NOWINKA,NOWINKA,,26A,,16-304,NOWINKA,,876419545,,,,,0,1/1/1995,9/5/1992,,goknowinka@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826083,790342303,8461022529,MIEJSKO-GMINNY OŚRODEK KULTURY W LIPSKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,LIPSK,LIPSK,UL. RYNEK,23,,16-315,LIPSK,,876423586,,,,876423586,0,2/16/1996,2/16/1996,,mgok@lipsk.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i5259302,522221062,8461671009,GMINNY OŚRODEK KULTURY W BARGŁOWIE KOŚCIELNYM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,BARGŁÓW KOŚCIELNY,BARGŁÓW KOŚCIELNY,UL. AUGUSTOWSKA,8B,,16-320,BARGŁÓW KOŚCIELNY,,876424092,,,,,0,6/1/2022,6/1/2022,,gokbarglow@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819833,687391,8461024451,AUGUSTOWSKIE PLACÓWKI KULTURY W AUGUSTOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,AUGUSTÓW,AUGUSTÓW,RYNEK ZYGMUNTA AUGUSTA,9,,16-300,AUGUSTÓW,,876433659,,,,876433659,0,1/1/1977,1/1/1977,www.apk.home.pl,apk@home.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819834,963483,8461056729,GMINNY OŚRODEK KULTURY W AUGUSTOWIE Z/S W ŻARNOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,AUGUSTÓW,ŻARNOWO DRUGIE,,16,,16-300,AUGUSTÓW,,876436950,,,,876437454,0,11/25/1981,11/25/1981,www.centrum-zarnowo.pl,centrum@centrum-zarnowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3197662,366216512,8461663932,CENTRUM KULTURY I BIBLIOTEKA GMINY AUGUSTÓW W ŻARNOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,AUGUSTOWSKI,AUGUSTÓW,ŻARNOWO DRUGIE,,16,,16-300,AUGUSTÓW,,876436950,,,,876437454,0,1/1/2017,1/1/2017,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825989,519587733,8451843868,OŚRODEK KULTURY W MIŁKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,MIŁKI,MIŁKI,UL. SZKOLNA,1 B,,11-513,MIŁKI,,877331901,,,,874211156,0,1/1/2004,7/15/2003,www.okmilki.pl,osrodekkulturymilki@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4894196,388541494,8442372151,OŚRODEK CZYTELNICTWA I KULTURY GMINY SUWAŁKI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SUWALSKI,SUWAŁKI,KRZYWE,,91,,16-402,SUWAŁKI,,877353332,,,,,0,4/1/2021,4/1/2021,,gok@krzywe.com.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4154286,382214854,8451993059,"REGIONALNY PARK EDUKACJI, KULTURY I TURYSTYKI W RYNIE",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,RYN,RYN,UL. MIKOŁAJA KOPERNIKA,16,,11-520,RYN,,877375038,,,,,0,1/1/2019,1/1/2019,www.rpekit.pl/,rpekit@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4769471,387384160,8921487797,GMINNY DOM KULTURY W SKRWILNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,KUJAWSKO-POMORSKIE,RYPIŃSKI,SKRWILNO,SKRWILNO,UL. RYPIŃSKA,7,,87-510,SKRWILNO,,881470254,,,,542700214,0,7/27/2020,5/28/2020,,gok@skrwilno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819715,519478010,7451718430,GMINNY OŚRODEK KULTURY W DŹWIERZUTACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,DŹWIERZUTY,DŹWIERZUTY,UL. PASYMSKA,2,,12-120,DŹWIERZUTY,,882554280,,,,896211280,0,12/29/1999,4/1/2003,,biuro@gokdzwierzuty.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4281512,383734596,8513239302,"GMINNY OŚRODEK KULTURY, SPORTU I REKREACJI",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ZACHODNIOPOMORSKIE,POLICKI,KOŁBASKOWO,PRZECŁAW,UL. REKREACYJNA,1,,72-005,PRZECŁAW,,882783416,,,,,0,9/1/2019,3/25/2019,www.goksirprzeclaw.pl,biuro@goksirprzeclaw.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819680,510292232,7393029411,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,DYWITY,DYWITY,UL. OLSZTYŃSKA,28,,11-001,DYWITY,,895120123,,,,,0,1/23/1995,12/29/1999,www.gokdywity.eu,gokdywity@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i4421732,384707740,7393933659,CENTRUM KULTURALNO-BIBLIOTECZNE W GIETRZWAŁDZIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,GIETRZWAŁD,GIETRZWAŁD,UL. KOŚCIELNA,1,,11-036,GIETRZWAŁD,,895123290,,,,,0,10/21/2019,7/1/2019,,ckb@gietrzwald.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2419157,362842632,7393879612,GMINNY OŚRODEK KULTURY W PURDZIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,PURDA,PURDA,,12A,,11-030,PURDA,,895124663,,,,,0,10/19/2015,10/19/2015,www.gokpurda.pl/kontakty/,j.weihs@gokpurda.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825964,519587182,7393384810,GMINNY OŚRODEK KULTURY W STAWIGUDZIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,STAWIGUDA,STAWIGUDA,UL. LEŚNA,2,,11-034,STAWIGUDA,,895126922,,,,895126922,0,12/29/2003,12/23/2003,www.gok.stawiguda.pl/kontakt,gok@stawiguda.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825970,519592591,7393391655,GMINNY OŚRODEK KULTURY W JONKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,JONKOWO,JONKOWO,UL. KLONOWA,2,,11-042,JONKOWO,,895129237,,,,895129232,0,1/22/2004,1/22/2004,,gok@jonkowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2380959,510983060,7390515602,CENTRUM EDUKACJI I INICJATYW KULTURALNYCH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,M. OLSZTYN,M. OLSZTYN,OLSZTYN,UL. PARKOWA,1,,10-233,OLSZTYN,,895131731,,,,,0,1/1/1999,1/1/1999,www.ceik.eu,sekretariat@ceik.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'50-99, , , ,,,,,,,
i2819682,918927,7392104990,CENTRUM KULTURALNO-BIBLIOTECZNE W BARCZEWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,BARCZEWO,BARCZEWO,UL. JULIUSZA SŁOWACKIEGO,5,,11-010,BARCZEWO,,895148281,,,,895148281,0,11/1/1981,1/1/1999,,mbpbarcz@wbp.olsztyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2713434,281362700,7393852033,MIEJSKI DOM KULTURY W OLSZTYNKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,OLSZTYNEK,OLSZTYNEK,UL. CHOPINA,29,,11-015,OLSZTYNEK,,895192201,,,,895192201,0,1/1/2012,1/1/2012,,mdk@olsztynek.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2713428,678825,7391491128,MIEJSKI OŚRODEK KULTURY W OLSZTYNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,M. OLSZTYN,M. OLSZTYN,OLSZTYN,UL. DĄBROWSZCZAKÓW,3,,10-538,OLSZTYN,,895221350,,,,,0,5/30/1976,5/30/1976,,sekretariat@mok.olsztyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3387857,281558477,7393864958,CENTRUM KULTURALNO-BIBLIOTECZNE W DOBRYM MIEŚCIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,DOBRE MIASTO,DOBRE MIASTO,UL. GÓRNA,1A,,11-040,DOBRE MIASTO,,896161591,,,,896161478,0,12/31/2013,12/31/2013,www.ckbdobremiasto.pl,sekretariat@ckbdobremiasto.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819720,1339893,7451717028,MIEJSKI OŚRODEK KULTURY W PASYMIU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,PASYM,PASYM,UL. RYNEK,8,,12-130,PASYM,,896212079,,,,,0,1/1/1989,2/24/2003,,mokispasym@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819718,519487204,7451713668,GMINNY OŚRODEK KULTURY W JEDWABNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,JEDWABNO,JEDWABNO,UL. 1 MAJA,63,,12-122,JEDWABNO,,896213042,,,,,0,6/27/1996,6/27/1996,,gok@jedwabno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819722,511363230,7451730075,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,WIELBARK,WIELBARK,UL. WOJCIECHA KĘTRZYŃSKIEGO,13,,12-160,WIELBARK,,896218204,,,,,0,1/1/1990,2/2/2003,,wielgok@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826007,519588359,7451730247,GMINNY OŚRODEK KULTURY W ŚWIĘTAJNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,ŚWIĘTAJNO,ŚWIĘTAJNO,UL. MICKIEWICZA,13,,12-140,ŚWIĘTAJNO,,896226081,,,,,0,1/6/2004,1/3/2004,,gokswietajno@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2608718,791289,7451676022,MIEJSKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,SZCZYTNO,SZCZYTNO,UL. POLSKA,12,,12-100,SZCZYTNO,,896243559,,,,896243559,0,6/1/1978,6/1/1978,www.mdk.szczytno.pl,sekretariat@mdk.szczytno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2819732,280326960,9840189872,GMINNE CENTRUM KULTURY I SPORTU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,NIDZICKI,KOZŁOWO,KOZŁOWO,UL. NIDZICKA,31,,13-124,KOZŁOWO,,896250845,,,89,6267099,0,9/1/2008,9/1/2008,,gckis@kozlowo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2381074,812933,7451001407,NIDZICKI OŚRODEK KULTURY W NIDZICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,NIDZICKI,NIDZICA,NIDZICA,UL. ZAMKOWA,2,,13-100,NIDZICA,,896253144,,,,896253144,0,11/1/1978,11/1/1978,www.nok.nidzica.pl,sekretariat.nok@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
