Nazwa Firmy,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Domu,Numer Lokalu,Kod Pocztowy,Poczta,Telefon ,Adres WWW,Adres Email
"Gminny Ośrodek Kultury ""Kuźnia"" W Sułkowicach",Małopolskie,Myślenicki,Sułkowice,Sułkowice,Ul. 1 Maja,70,,32-440,Sułkowice,122733459,www.ok.sulkowice.pl,gok@sulkowice.pl
Gminny Ośrodek Kultury W Starym Targu,Pomorskie,Sztumski,Stary Targ,Stary Targ,Ul. Nowotarska,1,,82-410,Stary Targ,666325415,www.gok.gminastarytarg.pl/,sekretariat@gokstarytarg.pl
Mysłowicki Ośrodek Kultury,Śląskie,M. Mysłowice,M. Mysłowice,Mysłowice,Ul. Długa,70 A,,41-409,Mysłowice,,,
"Gminne Centrum Kultury, Promocji, Turystyki Radziechowy - Wieprz",Śląskie,Żywiecki,Radziechowy-Wieprz,Wieprz,,700,,34-381,Radziechowy,338674127,,biuro@cowkulturze.pl
"Gminny Ośrodek Kultury,Sportu I Turystyki W Laskowej",Małopolskie,Limanowski,Laskowa,Laskowa,,700,,34-602,Laskowa,183333005,www.laskowa.naszgok.pl,gok.laskowa@xl.wp.pl
Gminne Centrum Kultury W Dobrzyniewie Dużym,Podlaskie,Białostocki,Dobrzyniewo Duże,Dobrzyniewo Duże,Ul. Lipowa,71,,16-002,Dobrzyniewo Duże,857197159,,kancelaria@dobrzyniewo.pl
Gminny Ośrodek Kultury I Sportu W Bobrowicach,Lubuskie,Krośnieński,Bobrowice,Bobrowice,,71,,66-627,Bobrowice,534792444,www.gokis.bobrowice.pl/,sekretariat.gokis@bobrowice.pl
Wiejskie Centrum Kultury I Biblioteka Publiczna W Bytoniu,Kujawsko-Pomorskie,Radziejowski,Bytoń,Bytoń,,72,,88-231,Bytoń,542851377,,biblioteka@ugbyton.pl
Centrum Kultury Z Biblioteką W Sitnie,Lubelskie,Zamojski,Sitno,Sitno,,72,,22-424,Sitno,846112300,,cksitno@wp.pl
Gminny Ośrodek Kultury I Sportu W Olszance,Opolskie,Brzeski,Olszanka,Krzyżowice,,72,,49-332,Olszanka,774129023,,gokis.olszanka@interia.pl
Gminny Ośrodek Kultury I Sportu W Pątnowie,Łódzkie,Wieluński,Pątnów,Pątnów,Pątnów,72,,98-335,Pątnów,438865356,www.kultura.patnow.pl,kultura@patnow.pl
Powiatowy Młodzieżowy Dom Kultury Im. Mjr. Henryka Sucharskiego W Trzebini,Małopolskie,Chrzanowski,Trzebinia,Trzebinia,Ul. Kościuszki,72,,32-540,Trzebinia,326121052,www.pmdk-trzebinia.pl,mdktrzebinia@o2.pl
Tomaszowski Dom Kultury W Tomaszowie Lub.,Lubelskie,Tomaszowski,Tomaszów Lubelski,Tomaszów Lubelski,Ul. Lwowska,72,,22-600,Tomaszów Lubelski,846644451,www.tdk.tomaszow-lubelski.pl,sekretariat@tomaszowskidomkultury.pl
Gminny Ośrodek Kultury W Lubrzy,Opolskie,Prudnicki,Lubrza,Lubrza,Ul. Wolności,73,,48-231,Lubrza,774376221,,gok@lubrza.opole.pl
Miejski Ośrodek Sztuki,Lubuskie,M. Gorzów Wielkopolski,M. Gorzów Wielkopolski,Gorzów Wielkopolski,Ul. Pomorska,73,,66-400,Gorzów Wielkopolski,957332550,www.mosart.pl,info@mosart.pl
Miejski Dom Kultury W Piekarach Śląskich,Śląskie,M. Piekary Śląskie,M. Piekary Śląskie,Piekary Śląskie,Ul. Bytomska,73,,41-940,Piekary Śląskie,322872880,www.radiopiekary.pl,ksiegowosc@radiopiekary.pl
Gminny Ośrodek Kultury W Kozielicach,Zachodniopomorskie,Pyrzycki,Kozielice,Kozielice,,73,,74-204,Kozielice,915630334,,wdk.kozielice@wp.pl
Centrum Kultury I Promocji W Żyrakowie,Podkarpackie,Dębicki,Żyraków,Wola Żyrakowska,,73A,,39-204,Żyraków,146812819,,
Gminny Ośrodek Kultury W Kleszczowie,Łódzkie,Bełchatowski,Kleszczów,Kleszczów,Ul. Główna,74,,97-410,Kleszczów,447313230,,biuro@gok.kleszczow.pl
Centrum Kultury W Łubnicach,Świętokrzyskie,Staszowski,Łubnice,Łubnice,,74,,28-232,Łubnice,158659241,,centrumkultury@tlen.pl
Dom Kultury W Zelowie,Łódzkie,Bełchatowski,Zelów,Zelów,Ul. Tadeusza Kościuszki,74,,97-425,Zelów,446341098,,dkzelow@wp.pl
Gminny Dom Kultury W Lipnicy Murowanej,Małopolskie,Bocheński,Lipnica Murowana,Lipnica Murowana,,74,,32-724,Lipnica Murowana,146852108,www.lipnickakultura.pl,kulturalipnica@wp.pl
Trzebińskie Centrum Kultury W Trzebini,Małopolskie,Chrzanowski,Trzebinia,Trzebinia,Ul. Kościuszki,74,,32-540,Trzebinia,326121497,,sekretariat@tck.trzebinia.pl
Gminny Ośrodek Kultury W Stryszawie,Małopolskie,Suski,Stryszawa,Stryszawa,,740,,34-205,Stryszawa,338747236,www.stryszawa.pl,gokstryszawa@poczta.fm
Gminny Ośrodek Kultury I Biblioteka W Krasnem,Podkarpackie,Rzeszowski,Krasne,Krasne,,743,,36-007,Krasne,172300347,www.gokkrasne.pl,poczta@gokkrasne.pl
Gminny Ośrodek Kultury W Gibach,Podlaskie,Sejneński,Giby,Giby,,74A,,16-506,Giby,875165038,,gok@giby.pl
Gminny Ośrodek Kultury Im. Jerzego Janickiego W Lutowiskach,Podkarpackie,Bieszczadzki,Lutowiska,Lutowiska,,74A,,38-713,Lutowiska,501799092,www.lutowiska.pl,gok@lutowiska.pl
Gminny Ośrodek Kultury I Sportu W Kobielach Wielkich,Łódzkie,Radomszczański,Kobiele Wielkie,Kobiele Wielkie,Ul. Reymonta,75,,97-524,Kobiele Wielkie,446810057,,gokis@poczta.onet.pl
Ośrodek Kultury Ochoty,Mazowieckie,M. St. Warszawa,Ochota,Warszawa,Ul. Grójecka,75,,02-094,Warszawa,228224870,www.oko.com.pl,oko@oko.com.pl
Wojewódzki Ośrodek Animacji Kultury,Kujawsko-Pomorskie,M. Toruń,M. Toruń,Toruń,Ul. Tadeusza Kościuszki,75-77,,87-100,Toruń,566522755,,woak@woak.torun.pl
"Centrum Edukacji I Kultury ""Szklany Dom""",Świętokrzyskie,Kielecki,Masłów,Ciekoty,Ks. Józefa Marszałka,76,,26-001,Masłów Pierwszy,413110813,,szklanydom@maslow.pl
Gminne Centrum Kultury W Kamieniu,Lubelskie,Chełmski,Kamień,Kamień,Ul. Diamentowa,76,,22-113,Kamień,,,
Śremski Ośrodek Kultury,Wielkopolskie,Śremski,Śrem,Śrem,Ul. Adama Mickiewicza,77,,63-100,Śrem,612835904,www.sok-srem.pl,biuro@sok-srem.pl
Gminny Ośrodek Kultury W Czeremsze,Podlaskie,Hajnowski,Czeremcha,Czeremcha,Ul. 1-Go Maja,77,,17-240,Czeremcha,856850084,,gok.czeremcha@gmail.com
Gminny Ośrodek Kultury W Żytnie,Łódzkie,Radomszczański,Żytno,Silnica,,77,,97-532,Żytno,343277025,www.gok.zytno.pl,gok@zytno.pl
Gminny Ośrodek Kultury I Sportu W Miłkowicach,Dolnośląskie,Legnicki,Miłkowice,Miłkowice,Ul. Wojska Polskiego,77,,59-222,Miłkowice,768871222,www.gokismilkowice.internetdsl.pl,gokismilkowice@poczta.fm
Gminny Ośrodek Kultury W Perzowie,Wielkopolskie,Kępiński,Perzów,Perzów,,77A,,63-642,Perzów,627861087,,gokperzow@interia.pl
Gminny Ośrodek Kultury W Ropie,Małopolskie,Gorlicki,Ropa,Ropa,,780,,38-312,Ropa,183530611,www.gokropa.iaw.pl,gokropa@wp.pl
Krokowskie Centrum Kultury W Krokowej,Pomorskie,Pucki,Krokowa,Wierzchucino,Ul. Antoniego Abrahama,38,,84-113,Wierzchucino,691447000,www.kck.krokowa.pl,
Ośrodek Kultury Gminy Kikół,Kujawsko-Pomorskie,Lipnowski,Kikół,Kikół,Pl. Kościuszki,7A,,87-620,Kikół,500837986,www.okgkikol.pl,okgk@kikol.pl
Gminna Biblioteka Publiczna W Mokrsku Świetlica Wiejska W Komornikach,Łódzkie,Wieluński,Mokrsko,Komorniki,,7A,,98-345,Mokrsko,,,
Biblioteka Publiczna I Centrum Animacji Kultury W Dusznikach,Wielkopolskie,Szamotulski,Duszniki,Duszniki,Ul. Jana Pawła Ii,8,,64-550,Duszniki,612919480,www.bpicak.pl/kontakt,bp@bpicak.pl
Dom Kulury W Czarnej Białostockiej,Podlaskie,Białostocki,Czarna Białostocka,Czarna Białostocka,Ul. Kościelna,8,,16-020,Czarna Białostocka,857101667,www.dkczarna.com,dkczarnabial@gmail.com
Gminny Dom Kultury W Burzeninie,Łódzkie,Sieradzki,Burzenin,Burzenin,Ul. Rynek,8,,98-260,Burzenin,438214574,,gbp.burzenin@pbp.sieradz.pl
Gminne Centrum Kultury W Gorzycach,Śląskie,Wodzisławski,Gorzyce,Gorzyce,Ul. Mikołaja Kopernika,8,,44-350,Gorzyce,324511687,www.gck.gorzyce.pl/kontakt/index,gck@gorzyce.pl
Gminne Centrum Kultury W Ulanowie,Podkarpackie,Niżański,Ulanów,Ulanów,Ul. Tadeusza Buli,8,,37-410,Ulanów,158763014,,gckulanow@op.pl
Gminny Dom Kultury W Chynowie,Mazowieckie,Grójecki,Chynów,Chynów,Ul. Wolska,8,,05-650,Chynów,486615700,,gdk@chynow.pl
Gminny Ośrodek Kultury W Lanckoronie,Małopolskie,Wadowicki,Lanckorona,Lanckorona,Ul. Krakowska,8,,34-143,Lanckorona,338763567,,gok_lanckorona@tlen.pl
Gminny Ośrodek Kultury,Mazowieckie,Sochaczewski,Iłów,Iłów,Ul. Płocka,8,,96-520,Iłów,242774187,,gok.ilow@wp.pl
Gminny Ośrodek Kultury Sportu I Turystyki W Rudkach,Świętokrzyskie,Kielecki,Nowa Słupia,Rudki,Ul. Staszica,8,,26-006,Nowa Słupia,413177604,www.dymarki.pl,gok@dymarki.pl
Gminny Ośrodek Kultury W Galewicach,Łódzkie,Wieruszowski,Galewice,Galewice,Ul. Wieruszowska,8,,98-405,Galewice,627838155,,gok@galewice.pl
Gminny Ośrodek Kultury W Górzycy,Lubuskie,Słubicki,Górzyca,Górzyca,Ul. Polna,8,1,69-113,Górzyca,957591211,,gok@gorzyca.pl
Gminny Ośrodek Kultury W Klembowie,Mazowieckie,Wołomiński,Klembów,Klembów,Ul. Strażacka,8,,05-205,Klembów,297531788,www.gok.klembow.pl,gok@klembow.pl
Gminny Ośrodek Kultury W Majdanie Królewskim,Podkarpackie,Kolbuszowski,Majdan Królewski,Majdan Królewski,Ul. Rzeszowska,8,,36-110,Majdan Królewski,158471090,,gok@majdankrolewski.pl
Gminny Ośrodek Kultury W Przewornie,Dolnośląskie,Strzeliński,Przeworno,Przeworno,Ul. Okrężna,8,,57-130,Przeworno,748102105,,gok@przeworno.pl
Gminny Ośrodek Kultury,Lubuskie,Strzelecko-Drezdenecki,Stare Kurowo,Stare Kurowo,Ul. Pocztowa,8,,66-540,Stare Kurowo,957615019,,gok@starekurowo.pl
Gminny Ośrodek Kultury W Kalinowie,Warmińsko-Mazurskie,Ełcki,Kalinowo,Kalinowo,Ul. Mazurska,8,,19-314,Kalinowo,876298938,,gokkalinowo@op.pl
Gminny Ośrodek Kultury Sportu I Rekreacji W Górnej Grupie,Kujawsko-Pomorskie,Świecki,Dragacz,Górna Grupa,Ul. Świecka,8,,86-134,Dragacz,523306126,www.goksirgornagrupa.pl,goksir@dragacz.pl
"Dom Kultury ""Rembertów""",Mazowieckie,M. St. Warszawa,Rembertów,Warszawa,Aleja Komandosów,8,,04-485,Warszawa,226119687,www.dkrembertow.waw.pl,info@dkrembertow.waw.pl
Miejskie Centrum Kultury I Sportu W Jaworznie,Śląskie,M. Jaworzno,M. Jaworzno,Jaworzno,Ul. Krakowska,8,,43-600,Jaworzno,327451030,,info@mckis.jaw.pl
Świetlica W Czarnowie,Mazowieckie,Warszawski Zachodni,Leszno,Czarnów,,8,,05-084,Leszno,,,jtychmanowicz@gminaleszno.pl
Gminne Centrum Kultury W Jerzmanowej,Dolnośląskie,Głogowski,Jerzmanowa,Jerzmanowa,Ul. Głogowska,8,,67-222,Jerzmanowa,768384324,www.gckjerzmanowa.pl/kontakt,kontakt@gckjerzmanowa.pl
Dom Kultury W Łapach,Podlaskie,Białostocki,Łapy,Łapy,Ul. Główna,8,,18-100,Łapy,857152300,,ksiegowosc@dklapy.pl
Miejski Ośrodek Kultury W Pelplinie,Pomorskie,Tczewski,Pelplin,Pelplin,Ul. Kościuszki,2 A,,83-130,Pelplin,789240990,www.mok.pelplin.pl,mok@mok.pelplin.pl
Miejsko-Gminny Ośrodek Kultury W Kłecku,Wielkopolskie,Gnieźnieński,Kłecko,Kłecko,Ul. Gnieźnieńska,8,,62-270,Kłecko,614270122,www.mgokklecko.naszgok.pl,mgok.klecko@klecko.pl
Miejsko-Gminny Ośrodek Kultury W Międzyborzu,Dolnośląskie,Oleśnicki,Międzybórz,Międzybórz,Ul. Wrocławska,8,,56-513,Międzybórz,627856037,,mgok1965@o2.pl
Miejski Ośrodek Animacji Kultury W Zabłudowie,Podlaskie,Białostocki,Zabłudów,Zabłudów,Ul. Rynek,8,,16-060,Zabłudów,857188443,,moak@o2.pl
Miejski Ośrodek Kultury W Pasymiu,Warmińsko-Mazurskie,Szczycieński,Pasym,Pasym,Ul. Rynek,8,,12-130,Pasym,896212079,,mokispasym@wp.pl
Rypiński Dom Kultury,Kujawsko-Pomorskie,Rypiński,Rypin,Rypin,Ul. Warszawska,8,,87-500,Rypin,542802156,,rcpik@rypin.eu
Regionalny Ośrodek Kultury,Śląskie,M. Bielsko-Biała,M. Bielsko-Biała,Bielsko-Biała,Ul. 1 Maja,8,,43-300,Bielsko-Biała,338126908,www.rok.bielsko.pl,rok@rok.bielsko.pl
"Gminny Ośrodek Kultury, Sportu I Turystyki W Birczy",Podkarpackie,Przemyski,Bircza,Bircza,Ul. Rynek,8,1,37-740,Bircza,166725078,,sekretariat@bircza.pl
Miejski Dom Kultury W Barcinie,Kujawsko-Pomorskie,Żniński,Barcin,Barcin,Ul. Artylerzystów,8,,88-190,Barcin,523539390,www.mdkbarcin.com.pl,sekretariat@mdkbarcin.com.pl
Młodzieżowy Dom Kultury W Kutnie,Łódzkie,Kutnowski,Kutno,Kutno,Ul. Staszica,8,,99-300,Kutno,242547937,,sekretariat@mdkkutno.pl
Gminne Centrum Kultury I Sportu W Piszczacu,Lubelskie,Bialski,Piszczac,Piszczac,Ul. Włodawska,8,,21-530,Piszczac,833778018,,sekretariat@piszczac.pl
Tucholski Ośrodek Kultury W Tucholi,Kujawsko-Pomorskie,Tucholski,Tuchola,Tuchola,Ul. Plac Zamkowy,8,,89-500,Tuchola,523343388,www.toktuchola.pl,tok@tuchola.pl
Tułowicki Ośrodek Kultury,Opolskie,Opolski,Tułowice,Tułowice,Ul. Porcelanowa,8,,49-130,Tułowice,774600672,,toktulowice@wp.pl
Podlaski Instytut Kultury W Białymstoku,Podlaskie,M. Białystok,M. Białystok,Białystok,Ul. Jana Kilińskiego,8,,15-089,Białystok,857403710,www.woakbialystok.pl,woak@woak.bialystok.pl
Miejsko-Gminny Ośrodek Kultury W Jedwabnem,Podlaskie,Łomżyński,Jedwabne,Jedwabne,Ul. Piękna,8,,18-420,Jedwabne,862172124,,
Giżyckie Centrum Kultury,Warmińsko-Mazurskie,Giżycki,Giżycko,Giżycko,Ul. Konarskiego,8,,11-500,Giżycko,502058474,,
Biblioteka Centrum Kultury Złote Ponidzie W Złotej,Świętokrzyskie,Pińczowski,Złota,Złota,Ul. Parkowa,8,,28-425,Złota,413561619,,
Mysłowicki Ośrodek Kultury,Śląskie,M. Mysłowice,M. Mysłowice,Mysłowice,Ul. Piastów Śląskich,8,,41-408,Mysłowice,,,
Świetlica Gminna W Drzycimiu,Kujawsko-Pomorskie,Świecki,Drzycim,Drzycim,Ul. Szkolna,8,,86-140,Drzycim,,,
Ośrodek Działań Artystycznych,Łódzkie,M. Piotrków Trybunalski,M. Piotrków Trybunalski,Piotrków Trybunalski,Ul. Sieradzka,8,,97-300,Piotrków Trybunalski,,,
Wieruszowski Dom Kultury W Wieruszowie,Łódzkie,Wieruszowski,Wieruszów,Wieruszów,Rynek,8/9,,98-400,Wieruszów,627841080,www.wdkwieruszow.pl,wdk@wdkwieruszow.pl
"Gminne Centrum Kultury,Sportu I Rekreacji",Mazowieckie,Mławski,Lipowiec Kościelny,Lipowiec Kościelny,,80,,06-545,Lipowiec Kościelny,236555028,www.gcksirlipowieck.naszgok.pl,gckszemud@wp.pl
Mysłowicki Ośrodek Kultury,Śląskie,M. Mysłowice,M. Mysłowice,Mysłowice,Ul. Józefa Wybickiego,80,,41-404,Mysłowice,,,
Centrum Kultury I Sportu W Osieku,Kujawsko-Pomorskie,Brodnicki,Osiek,Osiek,,81,,87-340,Osiek,564938112,,biblio1948@o2.pl
Ośrodek Kultury I Biblioteka Gminy Wielgie,Kujawsko-Pomorskie,Lipnowski,Wielgie,Wielgie,Ul. Starowiejska,81,,87-603,Wielgie,542897470,,bibliotekawielgie@xo.pl
Centrum Kultury W Ulhówku,Lubelskie,Tomaszowski,Ulhówek,Ulhówek,Ul. Tomaszowska,81,,22-678,Ulhówek,846616004,,
Gminne Centrum Kultury I Sportu W Wieniawie,Mazowieckie,Przysuski,Wieniawa,Wieniawa,Ul. Kochanowskiego,82,,26-432,Wieniawa,486730005,,biblwien@poczta.fm
Gminny Ośrodek Kultury-Centrum Kultury,Śląskie,Pszczyński,Miedźna,Wola,Ul. Pszczyńska,82,,43-225,Wola,,,
Gminne Centrum Kultury W Kłaju,Małopolskie,Wielicki,Kłaj,Kłaj,,820A,,32-015,Kłaj,122658665,www.gcklaj.pl/kontakt/,sekretariat@gcklaj.pl
Gminny Ośrodek Kultury W Starym Dzikowie,Podkarpackie,Lubaczowski,Stary Dzików,Stary Dzików,Ul. Kościuszki,83,,37-632,Stary Dzików,166318045,,kultura@starydzikow.pl
"Miejski Dom Kultury ""Południe""",Śląskie,M. Katowice,M. Katowice,Katowice,Ul. Tadeusza Boya Żeleńskiego,83,,40-750,Katowice,322094773,,mdk@mdkpoludnie.com
Sochaczewskie Centrum Kultury,Mazowieckie,Sochaczewski,Sochaczew,Sochaczew,Ul. 15 Sierpnia,83,,96-500,Sochaczew,468630768,www.sck.sochaczew.pl,sekretariat.15sierpnia@sck.sochaczew.pl
Centrum Kultury W Gnojniku,Małopolskie,Brzeski,Gnojnik,Gnojnik,,838,,32-864,Gnojnik,146869690,,kultura@ckgnojnik.pl
Gminny Ośrodek Kultury Bibliotek Promocji I Wypoczynku W Dydni,Podkarpackie,Brzozowski,Dydnia,Dydnia,,84,,36-204,Dydnia,134303036,,gok_dydnia@interia.pl
Dom Kultury W Sokolnikach Filia Biblioteki Publicznej W Sokolnikach,Podkarpackie,Tarnobrzeski,Gorzyce,Sokolniki,Ul. Sandomierska,84,,39-432,Gorzyce,,,
Gminny Ośrodek Kultury I Rekreacji W Świerklanach,Śląskie,Rybnicki,Świerklany,Świerklany,Ul. Kościelna,85,,44-266,Świerklany,324304140,www.gokir.swierklany.pl,biuro@gokir.swierklany.pl
Gminny Ośrodek Kultury I Rekreacji W Krempnej,Podkarpackie,Jasielski,Krempna,Krempna,,85,,38-232,Krempna,134414054,www.krempna.pl,gokir@krempna.pl
Ośrodek Kultury I Biblioteka W Rąbinie,Zachodniopomorskie,Świdwiński,Rąbino,Rąbino,,85,,78-331,Rąbino,943643546,www.rabino.pl,kultura@rabino.pl
Wolskie Centrum Kultury,Mazowieckie,M. St. Warszawa,Wola,Warszawa,Ul. Obozowa,85,,01-425,Warszawa,226323191,www.wck-wola.pl,obozowa@wck-wola.pl
Gminny Ośrodek Kultury I Sportu W Tucznej,Lubelskie,Bialski,Tuczna,Tuczna,,86,,21-523,Tuczna,672593069,www.gok.tuczno.pl/kontakt,gok@tuczno.pl
Bukowiańskie Centrum Kultury Dom Ludowy Im.Fr.Ćwieżewicza,Małopolskie,Tatrzański,Bukowina Tatrzańska,Bukowina Tatrzańska,Ul. Kościuszki,87,,34-530,Bukowina Tatrzańska,182077221,www.bukowinatatrzanska.pl,biuro@domludowy.pl
Gminny Ośrodek Kultury W Grochowem,Podkarpackie,Mielecki,Tuszów Narodowy,Grochowe,,87,,39-332,Tuszów Narodowy,175817717,,gok@gok.tuszownarodowy.pl
Gminny Ośrodek Kultury W Biłgoraju,Lubelskie,Biłgorajski,Biłgoraj,Biłgoraj,Ul. Tadeusza Kościuszki,88,,23-400,Biłgoraj,846882853,,gok_bilgoraj@op.pl
Gminny Ośrodek Kultury W Pawłosiowie,Podkarpackie,Jarosławski,Jarosław,Pawłosiów,,88,,37-500,Jarosław,166220367,www.gokpawlosiow.cba.pl,gok.pawlosiow1@wp.pl
Gminny Ośrodek Kultury W Siemiatyczach,Podlaskie,Siemiatycki,Siemiatycze,Siemiatycze,Ul. Tadeusza Kościuszki,88,,17-300,Siemiatycze,856552554,www.siemiatycze.eu,sok@siemiatycze.eu
Gminny Ośrodek Kultury W Radziemicach,Małopolskie,Proszowicki,Radziemice,Radziemice,,89,,32-107,Radziemice,785542206,,bibliotekaradziemice@wp.pl
Centrum Upowszechniania Kultury W Szydłowie,Wielkopolskie,Pilski,Szydłowo,Szydłowo,,89A,,64-930,Szydłowo,,,kultura.szydłowo@op.pl
Miejsko - Gminny Ośrodek Kultury W Sochocinie,Mazowieckie,Płoński,Sochocin,Sochocin,Ul. Guzikarzy,8A,,09-110,Sochocin,236618717,,g.o.k.sochocin@o2.pl
Gminne Centrum Kultury,Świętokrzyskie,Buski,Solec-Zdrój,Solec-Zdrój,Ul. Partyzantów,8A,,28-131,Solec-Zdrój,413776049,,gcksolec@wp.pl
Gminny Ośrodek Kultury W Nowym Mieście N.Wartą,Wielkopolskie,Średzki,Nowe Miasto Nad Wartą,Nowe Miasto Nad Wartą,Ul. Poznańska,8A,,63-040,Nowe Miasto Nad Wartą,612874156,,kulturanowemiasto@poczta.onet.pl
Młodzieżowy Dom Kultury W Jaśle,Podkarpackie,Jasielski,Jasło,Jasło,Ul. Jana Pawła Ii,8A,,38-200,Jasło,134465925,,mdkjaslo@o2.pl
Powiatowy Młodzieżowy Dom Kultury W Iławie,Warmińsko-Mazurskie,Iławski,Iława,Iława,Ul. Mikołaja Kopernika,8A,,14-200,Iława,896491312,www.zsilawa.pl,zsilawa@powiat-ilawski.pl
Gminny Ośrodek Kultury W Bargłowie Kościelnym,Podlaskie,Augustowski,Bargłów Kościelny,Bargłów Kościelny,Ul. Augustowska,8B,,16-320,Bargłów Kościelny,876424092,,gokbarglow@gmail.com
Wrocławski Instytut Kultury,Dolnośląskie,M. Wrocław,Wrocław-Stare Miasto,Wrocław,Ul. Świdnicka,8B,,50-067,Wrocław,717127575,www.instytutkultury.pl,sekretariat@instytutkultury.pl
Miejski Dom Kultury,Śląskie,Lubliniecki,Lubliniec,Lubliniec,Ul. Plebiscytowa,9,,42-700,Lubliniec,343510680,www.mdk.lubliniec.pl,administracja@mdk.lubliniec.pl
Augustowskie Placówki Kultury W Augustowie,Podlaskie,Augustowski,Augustów,Augustów,Rynek Zygmunta Augusta,9,,16-300,Augustów,876433659,www.apk.home.pl,apk@home.pl
Braniewskie Centrum Kultury,Warmińsko-Mazurskie,Braniewski,Braniewo,Braniewo,Ul. Katedralna,9,,14-500,Braniewo,556442604,,bckbraniewo@wp.pl
"Ursynowskie Centrum Kultury ""Alternatywy""",Mazowieckie,M. St. Warszawa,Ursynów,Warszawa,Ul. Indiry Gandhi,9,,02-776,Warszawa,222762060,www.alternatywy.art,biuro@alternatywy.art
"Dom Kultury ""Śródmieście""",Mazowieckie,M. St. Warszawa,Śródmieście,Warszawa,Ul. Smolna,9,,00-375,Warszawa,228261467,www.dks.art.pl,biuro@dks.art.pl
Kamieński Dom Kultury W Kamieniu Pomorskim,Zachodniopomorskie,Kamieński,Kamień Pomorski,Kamień Pomorski,Ul. Wolińska,9,,72-400,Kamień Pomorski,914000390,www.kamienskidomkultury.pl/kontakt/,biuro@kamienskidomkultury.pl
Ośrodek Kultury W Górze Kalwarii,Mazowieckie,Piaseczyński,Góra Kalwaria,Góra Kalwaria,Ul. Por. Jana Białka,9,,05-530,Góra Kalwaria,227273539,www.kulturagk.pl,biuro@kulturagk.pl
"Młodzieżowy Dom Kultury ""Iskra"" W Pile",Wielkopolskie,Pilski,Piła,Piła,Ul. Okrzei,9,,64-920,Piła,673491954,www.mdk.pila.pl,biuro@mdk.pila.pl
Miejsko-Gminny Ośrodek Kultury I Sportu W Praszce,Opolskie,Oleski,Praszka,Praszka,Ul. Kościuszki,9,,46-320,Praszka,343591104,www.mgokis.praszka.pl,biuro@mgokis.praszka.pl
Barlinecki Ośrodek Kultury,Zachodniopomorskie,Myśliborski,Barlinek,Barlinek,Ul. Podwale,9,,74-320,Barlinek,957462135,,bok@barlinek.pl
Centrum Kulturalne,Podkarpackie,M. Przemyśl,M. Przemyśl,Przemyśl,Ul. Stanisława Konarskiego,9,,37-700,Przemyśl,166782009,www.ck.przemysl.pl,ck@ck.przemysl.pl
Dom Kultury W Strzebiniu,Śląskie,Lubliniecki,Koszęcin,Strzebiń,Ul. Kolejowa,9,,42-288,Strzebiń,343570091,,dkstrzebin@wp.pl
Dom Kultury W Człopie,Zachodniopomorskie,Wałecki,Człopa,Człopa,Ul. Osiedlowa,9,,78-630,Człopa,672591144,,domkultury@czlopa.pl
Dom Kultury W Przysusze,Mazowieckie,Przysuski,Przysucha,Przysucha,Ul. Radomska,9,,26-400,Przysucha,486752473,www.pedekprzysucha.pl,domkultury1@vp.pl
Gminny Ośrodek Kultury W Wilkołazie,Lubelskie,Kraśnicki,Wilkołaz,Wilkołaz Pierwszy,,9,,23-212,Wilkołaz Pierwszy,818212006,www.wilkolaz.naszgok.pl/kontakt,gok.wilkolaz@gmail.com
Gminny Ośrodek Kultury,Wielkopolskie,Wągrowiecki,Damasławek,Damasławek,Ul. Żnińska,9,,62-110,Damasławek,672613090,www.damaslawek.pl,gok@damaslawek.pl
Gminny Ośrodek Kultury W Niechlowie,Dolnośląskie,Górowski,Niechlów,Niechlów,Ul. Dworcowa,9,,56-215,Niechlów,655442195,www.gokniechlow.pl,gok@niechlow.pl
Gminny Ośrodek Kultury Sportu I Turystyki,Śląskie,Zawierciański,Żarnowiec,Żarnowiec,Ul. Rynek,9,,42-439,Żarnowiec,326449114,,gok114@poczta.onet.pl
Gminny Ośrodek Kultury I Biblioteka W Gromadce,Dolnośląskie,Bolesławiecki,Gromadka,Gromadka,Ul. Szkolna,9,,59-706,Gromadka,757382348,,gokibgromadka@onet.pl
Gminny Ośrodek Kultury I Biblioteka Publiczna W Osieku Jasielskim,Podkarpackie,Jasielski,Osiek Jasielski,Osiek Jasielski,,9,,38-223,Osiek Jasielski,134420024,,gokibp@osiekjasielski.pl
Gminny Ośrodek Kultury I Sportu W Łaniętach,Łódzkie,Kutnowski,Łanięta,Łanięta,,9,,99-306,Łanięta,243567408,,gokislanieta@op.pl
Gminny Ośrodek Kultury I Sportu W Miłoradzu,Pomorskie,Malborski,Miłoradz,Miłoradz,Ul. Żuławska,9,,82-213,Miłoradz,,www.miloradz.naszgok.pl/kontakt,gokismiloradz@gmail.com
Centrum Kultury,Lubuskie,Międzyrzecki,Trzciel,Trzciel,Ul. Poznańska,9,,66-320,Trzciel,957431138,,gokistrzciel@wp.pl
Gminny Ośrodek Kultury I Sportu W Węgorzynie,Zachodniopomorskie,Łobeski,Węgorzyno,Węgorzyno,Ul. Tadeusza Kościuszki,9,,73-155,Węgorzyno,728501279,www.gokis.wegorzyno.pl,gokiswegorzyno@gmail.com
